Ingredient ID,Ingredient Name,Category,Supplier Name,Supplier Type,Price per KG (USD),Potency (%),Active,Notes
RM036,Magnesium Oxide Powder,Minerals,Asia America,"Beet root (Beta Vulgaris ) powder, Bromelain 2400 GDU, Calcium (as Calcium Malate) 23%, Calcium (as Monobasic Calcium Phosphate), Calcium (as Tribasic Calcium Phosphate), Calcium Chelate 20%, Calcium Citrate Powder, Carbonyl Iron , Chromium (as Chromim acc) 2%, Copper ( Copper Amino Acid Chelate) 20%, Copper (as copper citrate) 10%, Copper (as copper glucocate), Gum Acacia, Iron (as ferrous bisglycinate) , L-Carnosine, L-Cysteine, Magnesium (as Magnesium Malate), Magnesium as (Magnesium HCL), Magnesium oxide Granular, Magnesium Oxide Powder, Malic Acid, Manganese Gluconate, Mannitol, Niacin (B3) Powder, Nicotinic Acid granular , Organic Turmeric Root Powder , Phosphorus (as Monobasic Potassium Phosphate), Potassium (as Potassium Bicarbonate), Potassium Choride, Potassium citrate (Granular) , Potassium Iodide, Selenium (as selenium glycinate) 1%, Vitamin C 97% (Ascorbic Acid) Granular, vitamin C 97% granular, ""Vitamin D3 cholocalceferol (100,000 IU/g)"", Vitamin E (as D-Alpha Tocopherol Succinate) 1221 IU/g, Vitamin E (as d-Alpha Tocopheryl Acetate) 700 IU, Vitamin E (as Dl-Alpha Tocopheryl Acetate) 50% CWS, Zinc Amino Acid Chelate 20%, Zinc Ascorbate, Zinc Citrate 30%, Zinc Gluconate 13%",8.00,95,TRUE,No
RM034,Magnesium as (Magnesium HCL),Minerals,Asia America,"Beet root (Beta Vulgaris ) powder, Bromelain 2400 GDU, Calcium (as Calcium Malate) 23%, Calcium (as Monobasic Calcium Phosphate), Calcium (as Tribasic Calcium Phosphate), Calcium Chelate 20%, Calcium Citrate Powder, Carbonyl Iron , Chromium (as Chromim acc) 2%, Copper ( Copper Amino Acid Chelate) 20%, Copper (as copper citrate) 10%, Copper (as copper glucocate), Gum Acacia, Iron (as ferrous bisglycinate) , L-Carnosine, L-Cysteine, Magnesium (as Magnesium Malate), Magnesium as (Magnesium HCL), Magnesium oxide Granular, Magnesium Oxide Powder, Malic Acid, Manganese Gluconate, Mannitol, Niacin (B3) Powder, Nicotinic Acid granular , Organic Turmeric Root Powder , Phosphorus (as Monobasic Potassium Phosphate), Potassium (as Potassium Bicarbonate), Potassium Choride, Potassium citrate (Granular) , Potassium Iodide, Selenium (as selenium glycinate) 1%, Vitamin C 97% (Ascorbic Acid) Granular, vitamin C 97% granular, ""Vitamin D3 cholocalceferol (100,000 IU/g)"", Vitamin E (as D-Alpha Tocopherol Succinate) 1221 IU/g, Vitamin E (as d-Alpha Tocopheryl Acetate) 700 IU, Vitamin E (as Dl-Alpha Tocopheryl Acetate) 50% CWS, Zinc Amino Acid Chelate 20%, Zinc Ascorbate, Zinc Citrate 30%, Zinc Gluconate 13%",8.50,95,TRUE,No
RM035,Magnesium oxide Granular,Minerals,Asia America,"Beet root (Beta Vulgaris ) powder, Bromelain 2400 GDU, Calcium (as Calcium Malate) 23%, Calcium (as Monobasic Calcium Phosphate), Calcium (as Tribasic Calcium Phosphate), Calcium Chelate 20%, Calcium Citrate Powder, Carbonyl Iron , Chromium (as Chromim acc) 2%, Copper ( Copper Amino Acid Chelate) 20%, Copper (as copper citrate) 10%, Copper (as copper glucocate), Gum Acacia, Iron (as ferrous bisglycinate) , L-Carnosine, L-Cysteine, Magnesium (as Magnesium Malate), Magnesium as (Magnesium HCL), Magnesium oxide Granular, Magnesium Oxide Powder, Malic Acid, Manganese Gluconate, Mannitol, Niacin (B3) Powder, Nicotinic Acid granular , Organic Turmeric Root Powder , Phosphorus (as Monobasic Potassium Phosphate), Potassium (as Potassium Bicarbonate), Potassium Choride, Potassium citrate (Granular) , Potassium Iodide, Selenium (as selenium glycinate) 1%, Vitamin C 97% (Ascorbic Acid) Granular, vitamin C 97% granular, ""Vitamin D3 cholocalceferol (100,000 IU/g)"", Vitamin E (as D-Alpha Tocopherol Succinate) 1221 IU/g, Vitamin E (as d-Alpha Tocopheryl Acetate) 700 IU, Vitamin E (as Dl-Alpha Tocopheryl Acetate) 50% CWS, Zinc Amino Acid Chelate 20%, Zinc Ascorbate, Zinc Citrate 30%, Zinc Gluconate 13%",6.00,95,TRUE,No
RM037,Malic Acid,Other,Asia America,"Beet root (Beta Vulgaris ) powder, Bromelain 2400 GDU, Calcium (as Calcium Malate) 23%, Calcium (as Monobasic Calcium Phosphate), Calcium (as Tribasic Calcium Phosphate), Calcium Chelate 20%, Calcium Citrate Powder, Carbonyl Iron , Chromium (as Chromim acc) 2%, Copper ( Copper Amino Acid Chelate) 20%, Copper (as copper citrate) 10%, Copper (as copper glucocate), Gum Acacia, Iron (as ferrous bisglycinate) , L-Carnosine, L-Cysteine, Magnesium (as Magnesium Malate), Magnesium as (Magnesium HCL), Magnesium oxide Granular, Magnesium Oxide Powder, Malic Acid, Manganese Gluconate, Mannitol, Niacin (B3) Powder, Nicotinic Acid granular , Organic Turmeric Root Powder , Phosphorus (as Monobasic Potassium Phosphate), Potassium (as Potassium Bicarbonate), Potassium Choride, Potassium citrate (Granular) , Potassium Iodide, Selenium (as selenium glycinate) 1%, Vitamin C 97% (Ascorbic Acid) Granular, vitamin C 97% granular, ""Vitamin D3 cholocalceferol (100,000 IU/g)"", Vitamin E (as D-Alpha Tocopherol Succinate) 1221 IU/g, Vitamin E (as d-Alpha Tocopheryl Acetate) 700 IU, Vitamin E (as Dl-Alpha Tocopheryl Acetate) 50% CWS, Zinc Amino Acid Chelate 20%, Zinc Ascorbate, Zinc Citrate 30%, Zinc Gluconate 13%",9.00,95,TRUE,No
RM038,Manganese Gluconate,Minerals,Asia America,"Beet root (Beta Vulgaris ) powder, Bromelain 2400 GDU, Calcium (as Calcium Malate) 23%, Calcium (as Monobasic Calcium Phosphate), Calcium (as Tribasic Calcium Phosphate), Calcium Chelate 20%, Calcium Citrate Powder, Carbonyl Iron , Chromium (as Chromim acc) 2%, Copper ( Copper Amino Acid Chelate) 20%, Copper (as copper citrate) 10%, Copper (as copper glucocate), Gum Acacia, Iron (as ferrous bisglycinate) , L-Carnosine, L-Cysteine, Magnesium (as Magnesium Malate), Magnesium as (Magnesium HCL), Magnesium oxide Granular, Magnesium Oxide Powder, Malic Acid, Manganese Gluconate, Mannitol, Niacin (B3) Powder, Nicotinic Acid granular , Organic Turmeric Root Powder , Phosphorus (as Monobasic Potassium Phosphate), Potassium (as Potassium Bicarbonate), Potassium Choride, Potassium citrate (Granular) , Potassium Iodide, Selenium (as selenium glycinate) 1%, Vitamin C 97% (Ascorbic Acid) Granular, vitamin C 97% granular, ""Vitamin D3 cholocalceferol (100,000 IU/g)"", Vitamin E (as D-Alpha Tocopherol Succinate) 1221 IU/g, Vitamin E (as d-Alpha Tocopheryl Acetate) 700 IU, Vitamin E (as Dl-Alpha Tocopheryl Acetate) 50% CWS, Zinc Amino Acid Chelate 20%, Zinc Ascorbate, Zinc Citrate 30%, Zinc Gluconate 13%",15.50,95,TRUE,No
RM039,Mannitol,Other,Asia America,"Beet root (Beta Vulgaris ) powder, Bromelain 2400 GDU, Calcium (as Calcium Malate) 23%, Calcium (as Monobasic Calcium Phosphate), Calcium (as Tribasic Calcium Phosphate), Calcium Chelate 20%, Calcium Citrate Powder, Carbonyl Iron , Chromium (as Chromim acc) 2%, Copper ( Copper Amino Acid Chelate) 20%, Copper (as copper citrate) 10%, Copper (as copper glucocate), Gum Acacia, Iron (as ferrous bisglycinate) , L-Carnosine, L-Cysteine, Magnesium (as Magnesium Malate), Magnesium as (Magnesium HCL), Magnesium oxide Granular, Magnesium Oxide Powder, Malic Acid, Manganese Gluconate, Mannitol, Niacin (B3) Powder, Nicotinic Acid granular , Organic Turmeric Root Powder , Phosphorus (as Monobasic Potassium Phosphate), Potassium (as Potassium Bicarbonate), Potassium Choride, Potassium citrate (Granular) , Potassium Iodide, Selenium (as selenium glycinate) 1%, Vitamin C 97% (Ascorbic Acid) Granular, vitamin C 97% granular, ""Vitamin D3 cholocalceferol (100,000 IU/g)"", Vitamin E (as D-Alpha Tocopherol Succinate) 1221 IU/g, Vitamin E (as d-Alpha Tocopheryl Acetate) 700 IU, Vitamin E (as Dl-Alpha Tocopheryl Acetate) 50% CWS, Zinc Amino Acid Chelate 20%, Zinc Ascorbate, Zinc Citrate 30%, Zinc Gluconate 13%",8.50,95,TRUE,No
RM040,Niacin (B3) Powder,Vitamins,Asia America,"Beet root (Beta Vulgaris ) powder, Bromelain 2400 GDU, Calcium (as Calcium Malate) 23%, Calcium (as Monobasic Calcium Phosphate), Calcium (as Tribasic Calcium Phosphate), Calcium Chelate 20%, Calcium Citrate Powder, Carbonyl Iron , Chromium (as Chromim acc) 2%, Copper ( Copper Amino Acid Chelate) 20%, Copper (as copper citrate) 10%, Copper (as copper glucocate), Gum Acacia, Iron (as ferrous bisglycinate) , L-Carnosine, L-Cysteine, Magnesium (as Magnesium Malate), Magnesium as (Magnesium HCL), Magnesium oxide Granular, Magnesium Oxide Powder, Malic Acid, Manganese Gluconate, Mannitol, Niacin (B3) Powder, Nicotinic Acid granular , Organic Turmeric Root Powder , Phosphorus (as Monobasic Potassium Phosphate), Potassium (as Potassium Bicarbonate), Potassium Choride, Potassium citrate (Granular) , Potassium Iodide, Selenium (as selenium glycinate) 1%, Vitamin C 97% (Ascorbic Acid) Granular, vitamin C 97% granular, ""Vitamin D3 cholocalceferol (100,000 IU/g)"", Vitamin E (as D-Alpha Tocopherol Succinate) 1221 IU/g, Vitamin E (as d-Alpha Tocopheryl Acetate) 700 IU, Vitamin E (as Dl-Alpha Tocopheryl Acetate) 50% CWS, Zinc Amino Acid Chelate 20%, Zinc Ascorbate, Zinc Citrate 30%, Zinc Gluconate 13%",10.00,98,TRUE,No
RM041,Nicotinic Acid granular,Other,Asia America,"Beet root (Beta Vulgaris ) powder, Bromelain 2400 GDU, Calcium (as Calcium Malate) 23%, Calcium (as Monobasic Calcium Phosphate), Calcium (as Tribasic Calcium Phosphate), Calcium Chelate 20%, Calcium Citrate Powder, Carbonyl Iron , Chromium (as Chromim acc) 2%, Copper ( Copper Amino Acid Chelate) 20%, Copper (as copper citrate) 10%, Copper (as copper glucocate), Gum Acacia, Iron (as ferrous bisglycinate) , L-Carnosine, L-Cysteine, Magnesium (as Magnesium Malate), Magnesium as (Magnesium HCL), Magnesium oxide Granular, Magnesium Oxide Powder, Malic Acid, Manganese Gluconate, Mannitol, Niacin (B3) Powder, Nicotinic Acid granular , Organic Turmeric Root Powder , Phosphorus (as Monobasic Potassium Phosphate), Potassium (as Potassium Bicarbonate), Potassium Choride, Potassium citrate (Granular) , Potassium Iodide, Selenium (as selenium glycinate) 1%, Vitamin C 97% (Ascorbic Acid) Granular, vitamin C 97% granular, ""Vitamin D3 cholocalceferol (100,000 IU/g)"", Vitamin E (as D-Alpha Tocopherol Succinate) 1221 IU/g, Vitamin E (as d-Alpha Tocopheryl Acetate) 700 IU, Vitamin E (as Dl-Alpha Tocopheryl Acetate) 50% CWS, Zinc Amino Acid Chelate 20%, Zinc Ascorbate, Zinc Citrate 30%, Zinc Gluconate 13%",10.00,95,TRUE,No
RM042,Organic Turmeric Root Powder,Botanicals,Asia America,"Beet root (Beta Vulgaris ) powder, Bromelain 2400 GDU, Calcium (as Calcium Malate) 23%, Calcium (as Monobasic Calcium Phosphate), Calcium (as Tribasic Calcium Phosphate), Calcium Chelate 20%, Calcium Citrate Powder, Carbonyl Iron , Chromium (as Chromim acc) 2%, Copper ( Copper Amino Acid Chelate) 20%, Copper (as copper citrate) 10%, Copper (as copper glucocate), Gum Acacia, Iron (as ferrous bisglycinate) , L-Carnosine, L-Cysteine, Magnesium (as Magnesium Malate), Magnesium as (Magnesium HCL), Magnesium oxide Granular, Magnesium Oxide Powder, Malic Acid, Manganese Gluconate, Mannitol, Niacin (B3) Powder, Nicotinic Acid granular , Organic Turmeric Root Powder , Phosphorus (as Monobasic Potassium Phosphate), Potassium (as Potassium Bicarbonate), Potassium Choride, Potassium citrate (Granular) , Potassium Iodide, Selenium (as selenium glycinate) 1%, Vitamin C 97% (Ascorbic Acid) Granular, vitamin C 97% granular, ""Vitamin D3 cholocalceferol (100,000 IU/g)"", Vitamin E (as D-Alpha Tocopherol Succinate) 1221 IU/g, Vitamin E (as d-Alpha Tocopheryl Acetate) 700 IU, Vitamin E (as Dl-Alpha Tocopheryl Acetate) 50% CWS, Zinc Amino Acid Chelate 20%, Zinc Ascorbate, Zinc Citrate 30%, Zinc Gluconate 13%",6.50,10,TRUE,No
RM043,Phosphorus (as Monobasic Potassium Phosphate),Minerals,Asia America,"Beet root (Beta Vulgaris ) powder, Bromelain 2400 GDU, Calcium (as Calcium Malate) 23%, Calcium (as Monobasic Calcium Phosphate), Calcium (as Tribasic Calcium Phosphate), Calcium Chelate 20%, Calcium Citrate Powder, Carbonyl Iron , Chromium (as Chromim acc) 2%, Copper ( Copper Amino Acid Chelate) 20%, Copper (as copper citrate) 10%, Copper (as copper glucocate), Gum Acacia, Iron (as ferrous bisglycinate) , L-Carnosine, L-Cysteine, Magnesium (as Magnesium Malate), Magnesium as (Magnesium HCL), Magnesium oxide Granular, Magnesium Oxide Powder, Malic Acid, Manganese Gluconate, Mannitol, Niacin (B3) Powder, Nicotinic Acid granular , Organic Turmeric Root Powder , Phosphorus (as Monobasic Potassium Phosphate), Potassium (as Potassium Bicarbonate), Potassium Choride, Potassium citrate (Granular) , Potassium Iodide, Selenium (as selenium glycinate) 1%, Vitamin C 97% (Ascorbic Acid) Granular, vitamin C 97% granular, ""Vitamin D3 cholocalceferol (100,000 IU/g)"", Vitamin E (as D-Alpha Tocopherol Succinate) 1221 IU/g, Vitamin E (as d-Alpha Tocopheryl Acetate) 700 IU, Vitamin E (as Dl-Alpha Tocopheryl Acetate) 50% CWS, Zinc Amino Acid Chelate 20%, Zinc Ascorbate, Zinc Citrate 30%, Zinc Gluconate 13%",6.50,95,TRUE,No
RM044,Potassium (as Potassium Bicarbonate),Minerals,Asia America,"Beet root (Beta Vulgaris ) powder, Bromelain 2400 GDU, Calcium (as Calcium Malate) 23%, Calcium (as Monobasic Calcium Phosphate), Calcium (as Tribasic Calcium Phosphate), Calcium Chelate 20%, Calcium Citrate Powder, Carbonyl Iron , Chromium (as Chromim acc) 2%, Copper ( Copper Amino Acid Chelate) 20%, Copper (as copper citrate) 10%, Copper (as copper glucocate), Gum Acacia, Iron (as ferrous bisglycinate) , L-Carnosine, L-Cysteine, Magnesium (as Magnesium Malate), Magnesium as (Magnesium HCL), Magnesium oxide Granular, Magnesium Oxide Powder, Malic Acid, Manganese Gluconate, Mannitol, Niacin (B3) Powder, Nicotinic Acid granular , Organic Turmeric Root Powder , Phosphorus (as Monobasic Potassium Phosphate), Potassium (as Potassium Bicarbonate), Potassium Choride, Potassium citrate (Granular) , Potassium Iodide, Selenium (as selenium glycinate) 1%, Vitamin C 97% (Ascorbic Acid) Granular, vitamin C 97% granular, ""Vitamin D3 cholocalceferol (100,000 IU/g)"", Vitamin E (as D-Alpha Tocopherol Succinate) 1221 IU/g, Vitamin E (as d-Alpha Tocopheryl Acetate) 700 IU, Vitamin E (as Dl-Alpha Tocopheryl Acetate) 50% CWS, Zinc Amino Acid Chelate 20%, Zinc Ascorbate, Zinc Citrate 30%, Zinc Gluconate 13%",10.50,95,TRUE,No
RM045,Potassium Choride,Minerals,Asia America,"Beet root (Beta Vulgaris ) powder, Bromelain 2400 GDU, Calcium (as Calcium Malate) 23%, Calcium (as Monobasic Calcium Phosphate), Calcium (as Tribasic Calcium Phosphate), Calcium Chelate 20%, Calcium Citrate Powder, Carbonyl Iron , Chromium (as Chromim acc) 2%, Copper ( Copper Amino Acid Chelate) 20%, Copper (as copper citrate) 10%, Copper (as copper glucocate), Gum Acacia, Iron (as ferrous bisglycinate) , L-Carnosine, L-Cysteine, Magnesium (as Magnesium Malate), Magnesium as (Magnesium HCL), Magnesium oxide Granular, Magnesium Oxide Powder, Malic Acid, Manganese Gluconate, Mannitol, Niacin (B3) Powder, Nicotinic Acid granular , Organic Turmeric Root Powder , Phosphorus (as Monobasic Potassium Phosphate), Potassium (as Potassium Bicarbonate), Potassium Choride, Potassium citrate (Granular) , Potassium Iodide, Selenium (as selenium glycinate) 1%, Vitamin C 97% (Ascorbic Acid) Granular, vitamin C 97% granular, ""Vitamin D3 cholocalceferol (100,000 IU/g)"", Vitamin E (as D-Alpha Tocopherol Succinate) 1221 IU/g, Vitamin E (as d-Alpha Tocopheryl Acetate) 700 IU, Vitamin E (as Dl-Alpha Tocopheryl Acetate) 50% CWS, Zinc Amino Acid Chelate 20%, Zinc Ascorbate, Zinc Citrate 30%, Zinc Gluconate 13%",5.75,95,TRUE,No
RM047,Potassium Iodide,Minerals,Asia America,"Beet root (Beta Vulgaris ) powder, Bromelain 2400 GDU, Calcium (as Calcium Malate) 23%, Calcium (as Monobasic Calcium Phosphate), Calcium (as Tribasic Calcium Phosphate), Calcium Chelate 20%, Calcium Citrate Powder, Carbonyl Iron , Chromium (as Chromim acc) 2%, Copper ( Copper Amino Acid Chelate) 20%, Copper (as copper citrate) 10%, Copper (as copper glucocate), Gum Acacia, Iron (as ferrous bisglycinate) , L-Carnosine, L-Cysteine, Magnesium (as Magnesium Malate), Magnesium as (Magnesium HCL), Magnesium oxide Granular, Magnesium Oxide Powder, Malic Acid, Manganese Gluconate, Mannitol, Niacin (B3) Powder, Nicotinic Acid granular , Organic Turmeric Root Powder , Phosphorus (as Monobasic Potassium Phosphate), Potassium (as Potassium Bicarbonate), Potassium Choride, Potassium citrate (Granular) , Potassium Iodide, Selenium (as selenium glycinate) 1%, Vitamin C 97% (Ascorbic Acid) Granular, vitamin C 97% granular, ""Vitamin D3 cholocalceferol (100,000 IU/g)"", Vitamin E (as D-Alpha Tocopherol Succinate) 1221 IU/g, Vitamin E (as d-Alpha Tocopheryl Acetate) 700 IU, Vitamin E (as Dl-Alpha Tocopheryl Acetate) 50% CWS, Zinc Amino Acid Chelate 20%, Zinc Ascorbate, Zinc Citrate 30%, Zinc Gluconate 13%",105.00,95,TRUE,No
RM046,Potassium citrate (Granular),Minerals,Asia America,"Beet root (Beta Vulgaris ) powder, Bromelain 2400 GDU, Calcium (as Calcium Malate) 23%, Calcium (as Monobasic Calcium Phosphate), Calcium (as Tribasic Calcium Phosphate), Calcium Chelate 20%, Calcium Citrate Powder, Carbonyl Iron , Chromium (as Chromim acc) 2%, Copper ( Copper Amino Acid Chelate) 20%, Copper (as copper citrate) 10%, Copper (as copper glucocate), Gum Acacia, Iron (as ferrous bisglycinate) , L-Carnosine, L-Cysteine, Magnesium (as Magnesium Malate), Magnesium as (Magnesium HCL), Magnesium oxide Granular, Magnesium Oxide Powder, Malic Acid, Manganese Gluconate, Mannitol, Niacin (B3) Powder, Nicotinic Acid granular , Organic Turmeric Root Powder , Phosphorus (as Monobasic Potassium Phosphate), Potassium (as Potassium Bicarbonate), Potassium Choride, Potassium citrate (Granular) , Potassium Iodide, Selenium (as selenium glycinate) 1%, Vitamin C 97% (Ascorbic Acid) Granular, vitamin C 97% granular, ""Vitamin D3 cholocalceferol (100,000 IU/g)"", Vitamin E (as D-Alpha Tocopherol Succinate) 1221 IU/g, Vitamin E (as d-Alpha Tocopheryl Acetate) 700 IU, Vitamin E (as Dl-Alpha Tocopheryl Acetate) 50% CWS, Zinc Amino Acid Chelate 20%, Zinc Ascorbate, Zinc Citrate 30%, Zinc Gluconate 13%",6.50,95,TRUE,Yes
RM048,Selenium (as selenium glycinate) 1%,Minerals,Asia America,"Beet root (Beta Vulgaris ) powder, Bromelain 2400 GDU, Calcium (as Calcium Malate) 23%, Calcium (as Monobasic Calcium Phosphate), Calcium (as Tribasic Calcium Phosphate), Calcium Chelate 20%, Calcium Citrate Powder, Carbonyl Iron , Chromium (as Chromim acc) 2%, Copper ( Copper Amino Acid Chelate) 20%, Copper (as copper citrate) 10%, Copper (as copper glucocate), Gum Acacia, Iron (as ferrous bisglycinate) , L-Carnosine, L-Cysteine, Magnesium (as Magnesium Malate), Magnesium as (Magnesium HCL), Magnesium oxide Granular, Magnesium Oxide Powder, Malic Acid, Manganese Gluconate, Mannitol, Niacin (B3) Powder, Nicotinic Acid granular , Organic Turmeric Root Powder , Phosphorus (as Monobasic Potassium Phosphate), Potassium (as Potassium Bicarbonate), Potassium Choride, Potassium citrate (Granular) , Potassium Iodide, Selenium (as selenium glycinate) 1%, Vitamin C 97% (Ascorbic Acid) Granular, vitamin C 97% granular, ""Vitamin D3 cholocalceferol (100,000 IU/g)"", Vitamin E (as D-Alpha Tocopherol Succinate) 1221 IU/g, Vitamin E (as d-Alpha Tocopheryl Acetate) 700 IU, Vitamin E (as Dl-Alpha Tocopheryl Acetate) 50% CWS, Zinc Amino Acid Chelate 20%, Zinc Ascorbate, Zinc Citrate 30%, Zinc Gluconate 13%",39.00,1,TRUE,Yes
RM049,Vitamin C 97% (Ascorbic Acid) Granular,Vitamins,Asia America,"Beet root (Beta Vulgaris ) powder, Bromelain 2400 GDU, Calcium (as Calcium Malate) 23%, Calcium (as Monobasic Calcium Phosphate), Calcium (as Tribasic Calcium Phosphate), Calcium Chelate 20%, Calcium Citrate Powder, Carbonyl Iron , Chromium (as Chromim acc) 2%, Copper ( Copper Amino Acid Chelate) 20%, Copper (as copper citrate) 10%, Copper (as copper glucocate), Gum Acacia, Iron (as ferrous bisglycinate) , L-Carnosine, L-Cysteine, Magnesium (as Magnesium Malate), Magnesium as (Magnesium HCL), Magnesium oxide Granular, Magnesium Oxide Powder, Malic Acid, Manganese Gluconate, Mannitol, Niacin (B3) Powder, Nicotinic Acid granular , Organic Turmeric Root Powder , Phosphorus (as Monobasic Potassium Phosphate), Potassium (as Potassium Bicarbonate), Potassium Choride, Potassium citrate (Granular) , Potassium Iodide, Selenium (as selenium glycinate) 1%, Vitamin C 97% (Ascorbic Acid) Granular, vitamin C 97% granular, ""Vitamin D3 cholocalceferol (100,000 IU/g)"", Vitamin E (as D-Alpha Tocopherol Succinate) 1221 IU/g, Vitamin E (as d-Alpha Tocopheryl Acetate) 700 IU, Vitamin E (as Dl-Alpha Tocopheryl Acetate) 50% CWS, Zinc Amino Acid Chelate 20%, Zinc Ascorbate, Zinc Citrate 30%, Zinc Gluconate 13%",6.75,97,TRUE,No
RM051,"Vitamin D3 cholocalceferol (100,000 IU/g)",Vitamins,Asia America,"Beet root (Beta Vulgaris ) powder, Bromelain 2400 GDU, Calcium (as Calcium Malate) 23%, Calcium (as Monobasic Calcium Phosphate), Calcium (as Tribasic Calcium Phosphate), Calcium Chelate 20%, Calcium Citrate Powder, Carbonyl Iron , Chromium (as Chromim acc) 2%, Copper ( Copper Amino Acid Chelate) 20%, Copper (as copper citrate) 10%, Copper (as copper glucocate), Gum Acacia, Iron (as ferrous bisglycinate) , L-Carnosine, L-Cysteine, Magnesium (as Magnesium Malate), Magnesium as (Magnesium HCL), Magnesium oxide Granular, Magnesium Oxide Powder, Malic Acid, Manganese Gluconate, Mannitol, Niacin (B3) Powder, Nicotinic Acid granular , Organic Turmeric Root Powder , Phosphorus (as Monobasic Potassium Phosphate), Potassium (as Potassium Bicarbonate), Potassium Choride, Potassium citrate (Granular) , Potassium Iodide, Selenium (as selenium glycinate) 1%, Vitamin C 97% (Ascorbic Acid) Granular, vitamin C 97% granular, ""Vitamin D3 cholocalceferol (100,000 IU/g)"", Vitamin E (as D-Alpha Tocopherol Succinate) 1221 IU/g, Vitamin E (as d-Alpha Tocopheryl Acetate) 700 IU, Vitamin E (as Dl-Alpha Tocopheryl Acetate) 50% CWS, Zinc Amino Acid Chelate 20%, Zinc Ascorbate, Zinc Citrate 30%, Zinc Gluconate 13%",18.00,98,TRUE,No
